order_id,user_id,order_date,time,order_hour_of_day,product_name,quantity,price,category,product_id,month,hour,day
1006,410,2024-09-26,1900-01-01 07:45:00,7,Electric Kettle,3,215.85,Electronics,186,9,7,26
1006,410,2024-09-26,1900-01-01 07:45:00,7,Face Wash,2,465.96,Personal Care,559,9,7,26
1006,410,2024-09-26,1900-01-01 07:45:00,7,Croissant,3,73.61,Bakery,566,9,7,26
1007,406,2024-04-29,1900-01-01 18:28:00,18,Electric Kettle,1,318.72,Electronics,762,4,18,29
1007,406,2024-04-29,1900-01-01 18:28:00,18,Soda,3,272.41,Beverages,853,4,18,29
1007,406,2024-04-29,1900-01-01 18:28:00,18,Earphones,2,353.38,Electronics,346,4,18,29
1008,129,2024-10-17,1900-01-01 18:35:00,18,Cookies,3,480.61,Bakery,412,10,18,17
1008,129,2024-10-17,1900-01-01 18:35:00,18,Wheat Flour,3,424.9,Grains & Staples,542,10,18,17
1008,129,2024-10-17,1900-01-01 18:35:00,18,Onion,1,212.49,Fruits & Vegetables,871,10,18,17
1008,129,2024-10-17,1900-01-01 18:35:00,18,Phone Cover,3,395.35,Electronics,389,10,18,17
1008,129,2024-10-17,1900-01-01 18:35:00,18,Cooking Oil,3,359.96,Grains & Staples,252,10,18,17
1008,129,2024-10-17,1900-01-01 18:35:00,18,Cookies,1,330.59,Bakery,299,10,18,17
1008,129,2024-10-17,1900-01-01 18:35:00,18,Chicken Breast,2,313.65,Meat & Seafood,588,10,18,17
1009,366,2024-12-02,1900-01-01 16:59:00,16,Chocolate,2,333.09,Snacks,399,12,16,2
1009,366,2024-12-02,1900-01-01 16:59:00,16,Croissant,1,95.96,Bakery,952,12,16,2
1009,366,2024-12-02,1900-01-01 16:59:00,16,Sugar,2,447.6,Grains & Staples,899,12,16,2
1010,76,2024-08-18,1900-01-01 07:13:00,7,Soda,2,369.0,Beverages,734,8,7,18
1010,76,2024-08-18,1900-01-01 07:13:00,7,Tea,2,381.68,Beverages,668,8,7,18
1010,76,2024-08-18,1900-01-01 07:13:00,7,Carrot,3,186.53,Fruits & Vegetables,197,8,7,18
1010,76,2024-08-18,1900-01-01 07:13:00,7,Yogurt,2,446.15,Dairy & Eggs,592,8,7,18
1011,144,2024-10-20,1900-01-01 15:54:00,15,Milk,2,152.27,Dairy & Eggs,295,10,15,20
1011,144,2024-10-20,1900-01-01 15:54:00,15,Soap,2,499.96,Personal Care,257,10,15,20
1011,144,2024-10-20,1900-01-01 15:54:00,15,Chocolate,2,414.46,Snacks,684,10,15,20
1012,83,2024-07-01,1900-01-01 13:59:00,13,Energy Drink,2,145.44,Beverages,414,7,13,1
1012,83,2024-07-01,1900-01-01 13:59:00,13,Charger,2,479.01,Electronics,687,7,13,1
1012,83,2024-07-01,1900-01-01 13:59:00,13,Shampoo,1,162.36,Personal Care,774,7,13,1
1012,83,2024-07-01,1900-01-01 13:59:00,13,Banana,2,266.82,Fruits & Vegetables,723,7,13,1
1013,187,2024-06-15,1900-01-01 08:09:00,8,Charger,3,483.34,Electronics,279,6,8,15
1013,187,2024-06-15,1900-01-01 08:09:00,8,Popcorn,3,240.87,Snacks,703,6,8,15
1013,187,2024-06-15,1900-01-01 08:09:00,8,Chicken Breast,2,118.51,Meat & Seafood,262,6,8,15
1014,111,2024-12-28,1900-01-01 18:08:00,18,Spinach,1,486.7,Fruits & Vegetables,720,12,18,28
1014,111,2024-12-28,1900-01-01 18:08:00,18,Rice,3,373.99,Grains & Staples,659,12,18,28
1014,111,2024-12-28,1900-01-01 18:08:00,18,Earphones,1,135.96,Electronics,265,12,18,28
1014,111,2024-12-28,1900-01-01 18:08:00,18,Pain Reliever,2,248.28,Health & Wellness,802,12,18,28
1014,111,2024-12-28,1900-01-01 18:08:00,18,Pen,2,405.4,Stationery,472,12,18,28
1015,200,2024-05-23,1900-01-01 12:21:00,12,Sugar,2,417.75,Grains & Staples,814,5,12,23
1015,200,2024-05-23,1900-01-01 12:21:00,12,Lentils,2,142.51,Grains & Staples,139,5,12,23
1015,200,2024-05-23,1900-01-01 12:21:00,12,Floor Cleaner,2,85.75,Household,474,5,12,23
1016,257,2024-07-03,1900-01-01 18:09:00,18,Tissue,2,238.27,Household,659,7,18,3
1016,257,2024-07-03,1900-01-01 18:09:00,18,Spinach,3,355.58,Fruits & Vegetables,807,7,18,3
1016,257,2024-07-03,1900-01-01 18:09:00,18,Shampoo,2,313.4,Personal Care,551,7,18,3
1016,257,2024-07-03,1900-01-01 18:09:00,18,Coffee,2,354.91,Beverages,658,7,18,3
1016,257,2024-07-03,1900-01-01 18:09:00,18,Chocolate,2,68.08,Snacks,659,7,18,3
1016,257,2024-07-03,1900-01-01 18:09:00,18,Tea,2,120.73,Beverages,368,7,18,3
1016,257,2024-07-03,1900-01-01 18:09:00,18,Face Wash,2,28.45,Personal Care,584,7,18,3
1017,352,2024-10-23,1900-01-01 21:39:00,21,Diapers,1,315.15,Baby Care,338,10,21,23
1017,352,2024-10-23,1900-01-01 21:39:00,21,Notebook,3,476.93,Stationery,378,10,21,23
1017,352,2024-10-23,1900-01-01 21:39:00,21,Baby Food,2,306.92,Baby Care,612,10,21,23
1017,352,2024-10-23,1900-01-01 21:39:00,21,Popcorn,2,209.88,Snacks,102,10,21,23
1017,352,2024-10-23,1900-01-01 21:39:00,21,Chocolate,2,370.14,Snacks,759,10,21,23
1017,352,2024-10-23,1900-01-01 21:39:00,21,Apple,1,479.3,Fruits & Vegetables,297,10,21,23
1018,221,2024-10-20,1900-01-01 21:02:00,21,Tea,1,393.5,Beverages,116,10,21,20
1018,221,2024-10-20,1900-01-01 21:02:00,21,Eggs,1,255.15,Dairy & Eggs,214,10,21,20
1018,221,2024-10-20,1900-01-01 21:02:00,21,Saree,1,48.77,Clothing,989,10,21,20
1018,221,2024-10-20,1900-01-01 21:02:00,21,Fish,1,422.52,Meat & Seafood,704,10,21,20
1018,221,2024-10-20,1900-01-01 21:02:00,21,Vitamins,2,28.31,Health & Wellness,503,10,21,20
1018,221,2024-10-20,1900-01-01 21:02:00,21,Biscuits,2,405.37,Snacks,659,10,21,20
1019,405,2024-07-13,1900-01-01 12:58:00,12,Tissue,2,372.74,Household,142,7,12,13
1019,405,2024-07-13,1900-01-01 12:58:00,12,Tissue,3,393.59,Household,759,7,12,13
1019,405,2024-07-13,1900-01-01 12:58:00,12,Tomato,1,29.47,Fruits & Vegetables,411,7,12,13
1020,361,2024-10-24,1900-01-01 09:54:00,9,Mixer Grinder,3,347.66,Electronics,744,10,9,24
1020,361,2024-10-24,1900-01-01 09:54:00,9,Tea,2,424.73,Beverages,697,10,9,24
1020,361,2024-10-24,1900-01-01 09:54:00,9,Banana,1,235.39,Fruits & Vegetables,707,10,9,24
1020,361,2024-10-24,1900-01-01 09:54:00,9,Cake,2,336.83,Bakery,870,10,9,24
1020,361,2024-10-24,1900-01-01 09:54:00,9,Floor Cleaner,1,15.08,Household,761,10,9,24
1020,361,2024-10-24,1900-01-01 09:54:00,9,Shoes,3,286.73,Footwear,867,10,9,24
1020,361,2024-10-24,1900-01-01 09:54:00,9,Apple,3,334.99,Fruits & Vegetables,706,10,9,24
1021,103,2024-04-04,1900-01-01 18:01:00,18,Chocolate,1,468.01,Snacks,278,4,18,4
1021,103,2024-04-04,1900-01-01 18:01:00,18,Popcorn,3,104.83,Snacks,587,4,18,4
1021,103,2024-04-04,1900-01-01 18:01:00,18,Orange,1,412.56,Fruits & Vegetables,352,4,18,4
1021,103,2024-04-04,1900-01-01 18:01:00,18,Diapers,3,51.06,Baby Care,128,4,18,4
1021,103,2024-04-04,1900-01-01 18:01:00,18,Pain Reliever,1,112.46,Health & Wellness,429,4,18,4
1021,103,2024-04-04,1900-01-01 18:01:00,18,Shirt,3,422.24,Clothing,871,4,18,4
1021,103,2024-04-04,1900-01-01 18:01:00,18,Coffee,2,40.4,Beverages,620,4,18,4
1022,113,2024-08-12,1900-01-01 08:34:00,8,Dress,2,252.55,Clothing,824,8,8,12
1022,113,2024-08-12,1900-01-01 08:34:00,8,Croissant,2,207.88,Bakery,455,8,8,12
1022,113,2024-08-12,1900-01-01 08:34:00,8,Prawns,1,33.0,Meat & Seafood,492,8,8,12
1022,113,2024-08-12,1900-01-01 08:34:00,8,Juice,1,404.69,Beverages,384,8,8,12
1022,113,2024-08-12,1900-01-01 08:34:00,8,Shampoo,1,124.56,Personal Care,840,8,8,12
1023,198,2024-01-29,1900-01-01 09:43:00,9,Rice,1,292.74,Grains & Staples,725,1,9,29
1023,198,2024-01-29,1900-01-01 09:43:00,9,Lentils,1,273.76,Grains & Staples,481,1,9,29
1023,198,2024-01-29,1900-01-01 09:43:00,9,Spices,2,133.19,Grains & Staples,887,1,9,29
1023,198,2024-01-29,1900-01-01 09:43:00,9,Pastry,2,111.85,Bakery,601,1,9,29
1023,198,2024-01-29,1900-01-01 09:43:00,9,Tissue,1,104.62,Household,345,1,9,29
1024,168,2024-10-27,1900-01-01 14:55:00,14,Shampoo,2,225.72,Personal Care,474,10,14,27
1024,168,2024-10-27,1900-01-01 14:55:00,14,Dress,1,411.05,Clothing,894,10,14,27
1024,168,2024-10-27,1900-01-01 14:55:00,14,Electric Kettle,3,498.01,Electronics,542,10,14,27
1025,47,2024-08-06,1900-01-01 22:54:00,22,Toilet Paper,2,499.53,Household,879,8,22,6
1025,47,2024-08-06,1900-01-01 22:54:00,22,Orange,3,359.78,Fruits & Vegetables,625,8,22,6
1025,47,2024-08-06,1900-01-01 22:54:00,22,Dishwashing Liquid,2,30.4,Household,566,8,22,6
1026,205,2024-06-10,1900-01-01 08:41:00,8,Chips,2,98.99,Snacks,894,6,8,10
1026,205,2024-06-10,1900-01-01 08:41:00,8,Wheat Flour,1,155.83,Grains & Staples,761,6,8,10
1026,205,2024-06-10,1900-01-01 08:41:00,8,Energy Drink,2,195.84,Beverages,548,6,8,10
1026,205,2024-06-10,1900-01-01 08:41:00,8,Beef,3,226.35,Meat & Seafood,757,6,8,10
1026,205,2024-06-10,1900-01-01 08:41:00,8,Detergent,3,55.93,Household,497,6,8,10
1026,205,2024-06-10,1900-01-01 08:41:00,8,Tea,3,50.45,Beverages,194,6,8,10
1027,75,2024-11-05,1900-01-01 22:38:00,22,Chicken Breast,3,491.37,Meat & Seafood,843,11,22,5
1027,75,2024-11-05,1900-01-01 22:38:00,22,Bread,3,19.13,Bakery,711,11,22,5
1027,75,2024-11-05,1900-01-01 22:38:00,22,Potato,1,44.56,Fruits & Vegetables,689,11,22,5
1027,75,2024-11-05,1900-01-01 22:38:00,22,Shampoo,1,412.73,Personal Care,488,11,22,5
1027,75,2024-11-05,1900-01-01 22:38:00,22,Toothpaste,3,416.59,Personal Care,427,11,22,5
1028,427,2024-08-22,1900-01-01 12:39:00,12,Spinach,1,276.14,Fruits & Vegetables,859,8,12,22
1028,427,2024-08-22,1900-01-01 12:39:00,12,Croissant,2,358.45,Bakery,843,8,12,22
1028,427,2024-08-22,1900-01-01 12:39:00,12,Spices,2,156.19,Grains & Staples,576,8,12,22
1028,427,2024-08-22,1900-01-01 12:39:00,12,Toothpaste,3,471.66,Personal Care,361,8,12,22
1028,427,2024-08-22,1900-01-01 12:39:00,12,Spices,2,118.25,Grains & Staples,165,8,12,22
1028,427,2024-08-22,1900-01-01 12:39:00,12,Sugar,1,430.37,Grains & Staples,627,8,12,22
1029,473,2024-04-14,1900-01-01 13:44:00,13,Prawns,3,78.5,Meat & Seafood,901,4,13,14
1029,473,2024-04-14,1900-01-01 13:44:00,13,Marker,3,37.3,Stationery,255,4,13,14
1029,473,2024-04-14,1900-01-01 13:44:00,13,Salt,3,65.17,Grains & Staples,420,4,13,14
1029,473,2024-04-14,1900-01-01 13:44:00,13,Dress,1,345.05,Clothing,596,4,13,14
1029,473,2024-04-14,1900-01-01 13:44:00,13,Toothpaste,3,185.61,Personal Care,749,4,13,14
1030,255,2024-03-12,1900-01-01 11:07:00,11,Floor Cleaner,1,112.43,Household,599,3,11,12
1030,255,2024-03-12,1900-01-01 11:07:00,11,Educational Book,2,27.75,Books,352,3,11,12
1030,255,2024-03-12,1900-01-01 11:07:00,11,Pen,2,257.21,Stationery,160,3,11,12
1030,255,2024-03-12,1900-01-01 11:07:00,11,Detergent,3,338.73,Household,299,3,11,12
1031,78,2024-05-05,1900-01-01 11:27:00,11,Butter,1,233.33,Dairy & Eggs,280,5,11,5
1031,78,2024-05-05,1900-01-01 11:27:00,11,Pasta,3,392.1,Grains & Staples,516,5,11,5
1031,78,2024-05-05,1900-01-01 11:27:00,11,Toilet Paper,1,186.25,Household,142,5,11,5
1032,102,2024-05-23,1900-01-01 11:00:00,11,Salt,3,476.83,Grains & Staples,214,5,11,23
1032,102,2024-05-23,1900-01-01 11:00:00,11,Fiction Book,3,232.85,Books,437,5,11,23
1032,102,2024-05-23,1900-01-01 11:00:00,11,Spices,3,106.29,Grains & Staples,129,5,11,23
1033,347,2024-10-27,1900-01-01 12:25:00,12,Marker,3,91.93,Stationery,307,10,12,27
1033,347,2024-10-27,1900-01-01 12:25:00,12,Chips,2,234.13,Snacks,456,10,12,27
1033,347,2024-10-27,1900-01-01 12:25:00,12,Marker,1,482.51,Stationery,311,10,12,27
1033,347,2024-10-27,1900-01-01 12:25:00,12,Dress,3,452.2,Clothing,237,10,12,27
1034,449,2024-11-26,1900-01-01 19:49:00,19,Cooking Oil,1,119.37,Grains & Staples,592,11,19,26
1034,449,2024-11-26,1900-01-01 19:49:00,19,Pasta,1,355.34,Grains & Staples,172,11,19,26
1034,449,2024-11-26,1900-01-01 19:49:00,19,Shoes,1,296.43,Footwear,991,11,19,26
1034,449,2024-11-26,1900-01-01 19:49:00,19,Pastry,1,103.04,Bakery,780,11,19,26
1035,55,2024-06-26,1900-01-01 21:04:00,21,Jeans,2,68.59,Clothing,258,6,21,26
1035,55,2024-06-26,1900-01-01 21:04:00,21,Banana,2,235.72,Fruits & Vegetables,310,6,21,26
1035,55,2024-06-26,1900-01-01 21:04:00,21,Cookies,2,213.55,Bakery,679,6,21,26
1035,55,2024-06-26,1900-01-01 21:04:00,21,Beef,1,291.08,Meat & Seafood,490,6,21,26
1035,55,2024-06-26,1900-01-01 21:04:00,21,Phone Cover,2,424.49,Electronics,617,6,21,26
1035,55,2024-06-26,1900-01-01 21:04:00,21,Tea,3,420.71,Beverages,428,6,21,26
1036,298,2024-04-05,1900-01-01 13:34:00,13,Pastry,3,159.69,Bakery,234,4,13,5
1036,298,2024-04-05,1900-01-01 13:34:00,13,Yogurt,2,410.88,Dairy & Eggs,931,4,13,5
1036,298,2024-04-05,1900-01-01 13:34:00,13,Spices,2,186.3,Grains & Staples,857,4,13,5
1036,298,2024-04-05,1900-01-01 13:34:00,13,Toilet Paper,3,379.55,Household,521,4,13,5
1036,298,2024-04-05,1900-01-01 13:34:00,13,Soda,3,144.85,Beverages,849,4,13,5
1037,94,2024-11-01,1900-01-01 22:05:00,22,Electric Kettle,3,419.92,Electronics,879,11,22,1
1037,94,2024-11-01,1900-01-01 22:05:00,22,Pen,1,131.12,Stationery,980,11,22,1
1037,94,2024-11-01,1900-01-01 22:05:00,22,Popcorn,3,219.7,Snacks,661,11,22,1
1037,94,2024-11-01,1900-01-01 22:05:00,22,Diapers,2,127.0,Baby Care,514,11,22,1
1037,94,2024-11-01,1900-01-01 22:05:00,22,Detergent,2,223.23,Household,144,11,22,1
1037,94,2024-11-01,1900-01-01 22:05:00,22,Shoes,1,213.11,Footwear,727,11,22,1
1037,94,2024-11-01,1900-01-01 22:05:00,22,Cookies,3,360.83,Bakery,748,11,22,1
1038,420,2024-08-19,1900-01-01 19:01:00,19,Eggs,2,28.22,Dairy & Eggs,680,8,19,19
1038,420,2024-08-19,1900-01-01 19:01:00,19,Toilet Paper,1,416.24,Household,689,8,19,19
1038,420,2024-08-19,1900-01-01 19:01:00,19,Saree,3,441.32,Clothing,975,8,19,19
1038,420,2024-08-19,1900-01-01 19:01:00,19,Pen,2,327.77,Stationery,600,8,19,19
1038,420,2024-08-19,1900-01-01 19:01:00,19,Cheese,3,211.41,Dairy & Eggs,814,8,19,19
1038,420,2024-08-19,1900-01-01 19:01:00,19,Electric Kettle,2,288.16,Electronics,124,8,19,19
1038,420,2024-08-19,1900-01-01 19:01:00,19,Tea,1,327.53,Beverages,415,8,19,19
1039,487,2024-07-27,1900-01-01 09:57:00,9,Salt,1,99.86,Grains & Staples,237,7,9,27
1039,487,2024-07-27,1900-01-01 09:57:00,9,Baby Food,1,53.62,Baby Care,370,7,9,27
1039,487,2024-07-27,1900-01-01 09:57:00,9,Dress,2,280.95,Clothing,326,7,9,27
1039,487,2024-07-27,1900-01-01 09:57:00,9,Pain Reliever,2,463.02,Health & Wellness,971,7,9,27
1039,487,2024-07-27,1900-01-01 09:57:00,9,Detergent,3,285.97,Household,972,7,9,27
1039,487,2024-07-27,1900-01-01 09:57:00,9,Mixer Grinder,2,468.26,Electronics,779,7,9,27
1040,206,2024-07-16,1900-01-01 17:15:00,17,Orange,2,144.07,Fruits & Vegetables,400,7,17,16
1040,206,2024-07-16,1900-01-01 17:15:00,17,Orange,3,346.11,Fruits & Vegetables,417,7,17,16
1040,206,2024-07-16,1900-01-01 17:15:00,17,Cake,1,68.47,Bakery,991,7,17,16
1041,359,2024-12-11,1900-01-01 19:16:00,19,Pain Reliever,1,378.99,Health & Wellness,440,12,19,11
1041,359,2024-12-11,1900-01-01 19:16:00,19,Yogurt,3,330.97,Dairy & Eggs,709,12,19,11
1041,359,2024-12-11,1900-01-01 19:16:00,19,Banana,3,60.5,Fruits & Vegetables,297,12,19,11
1041,359,2024-12-11,1900-01-01 19:16:00,19,Phone Cover,1,440.04,Electronics,577,12,19,11
1041,359,2024-12-11,1900-01-01 19:16:00,19,Toilet Paper,3,446.32,Household,659,12,19,11
1041,359,2024-12-11,1900-01-01 19:16:00,19,Eggs,1,267.12,Dairy & Eggs,138,12,19,11
1041,359,2024-12-11,1900-01-01 19:16:00,19,Popcorn,3,390.98,Snacks,909,12,19,11
1042,459,2024-09-05,1900-01-01 18:06:00,18,Prawns,3,294.73,Meat & Seafood,531,9,18,5
1042,459,2024-09-05,1900-01-01 18:06:00,18,Saree,1,25.75,Clothing,564,9,18,5
1042,459,2024-09-05,1900-01-01 18:06:00,18,Saree,2,142.47,Clothing,864,9,18,5
1043,367,2024-12-14,1900-01-01 21:08:00,21,Yogurt,3,403.17,Dairy & Eggs,579,12,21,14
1043,367,2024-12-14,1900-01-01 21:08:00,21,Toilet Paper,3,64.92,Household,523,12,21,14
1043,367,2024-12-14,1900-01-01 21:08:00,21,Floor Cleaner,3,176.77,Household,695,12,21,14
1043,367,2024-12-14,1900-01-01 21:08:00,21,Shirt,3,346.54,Clothing,685,12,21,14
1043,367,2024-12-14,1900-01-01 21:08:00,21,Tissue,2,470.72,Household,699,12,21,14
1043,367,2024-12-14,1900-01-01 21:08:00,21,Earphones,1,456.48,Electronics,665,12,21,14
1043,367,2024-12-14,1900-01-01 21:08:00,21,Soda,3,135.64,Beverages,491,12,21,14
1044,130,2024-08-12,1900-01-01 13:46:00,13,Fish,3,396.75,Meat & Seafood,375,8,13,12
1044,130,2024-08-12,1900-01-01 13:46:00,13,Dress,1,109.39,Clothing,944,8,13,12
1044,130,2024-08-12,1900-01-01 13:46:00,13,Pastry,2,191.88,Bakery,268,8,13,12
1045,390,2024-08-27,1900-01-01 12:38:00,12,Apple,3,477.98,Fruits & Vegetables,286,8,12,27
1045,390,2024-08-27,1900-01-01 12:38:00,12,Salt,2,73.41,Grains & Staples,930,8,12,27
1045,390,2024-08-27,1900-01-01 12:38:00,12,Cheese,3,263.69,Dairy & Eggs,727,8,12,27
1045,390,2024-08-27,1900-01-01 12:38:00,12,Jeans,3,90.94,Clothing,229,8,12,27
1045,390,2024-08-27,1900-01-01 12:38:00,12,Electric Kettle,1,141.05,Electronics,347,8,12,27
1045,390,2024-08-27,1900-01-01 12:38:00,12,Chicken Breast,1,271.3,Meat & Seafood,221,8,12,27
1046,356,2024-07-15,1900-01-01 07:47:00,7,Fish,3,216.25,Meat & Seafood,235,7,7,15
1046,356,2024-07-15,1900-01-01 07:47:00,7,Vitamins,2,393.94,Health & Wellness,265,7,7,15
1046,356,2024-07-15,1900-01-01 07:47:00,7,Jeans,2,498.59,Clothing,411,7,7,15
1046,356,2024-07-15,1900-01-01 07:47:00,7,Tissue,1,429.93,Household,890,7,7,15
1046,356,2024-07-15,1900-01-01 07:47:00,7,Toothpaste,1,475.81,Personal Care,296,7,7,15
1046,356,2024-07-15,1900-01-01 07:47:00,7,Eggs,1,176.41,Dairy & Eggs,508,7,7,15
1046,356,2024-07-15,1900-01-01 07:47:00,7,Pain Reliever,2,260.77,Health & Wellness,666,7,7,15
1047,221,2024-05-21,1900-01-01 14:00:00,14,Electric Kettle,1,36.75,Electronics,852,5,14,21
1047,221,2024-05-21,1900-01-01 14:00:00,14,Dishwashing Liquid,2,224.81,Household,131,5,14,21
1047,221,2024-05-21,1900-01-01 14:00:00,14,Floor Cleaner,1,198.91,Household,707,5,14,21
1048,488,2024-12-09,1900-01-01 16:58:00,16,Chicken Breast,1,357.51,Meat & Seafood,946,12,16,9
1048,488,2024-12-09,1900-01-01 16:58:00,16,Chocolate,2,310.42,Snacks,231,12,16,9
1048,488,2024-12-09,1900-01-01 16:58:00,16,Yogurt,2,314.51,Dairy & Eggs,768,12,16,9
1049,488,2024-03-29,1900-01-01 15:44:00,15,Shoes,2,246.1,Footwear,213,3,15,29
1049,488,2024-03-29,1900-01-01 15:44:00,15,Apple,3,414.16,Fruits & Vegetables,174,3,15,29
1049,488,2024-03-29,1900-01-01 15:44:00,15,Cheese,2,263.95,Dairy & Eggs,509,3,15,29
1049,488,2024-03-29,1900-01-01 15:44:00,15,Bread,1,128.86,Bakery,210,3,15,29
1049,488,2024-03-29,1900-01-01 15:44:00,15,Chicken Breast,3,110.49,Meat & Seafood,745,3,15,29
1049,488,2024-03-29,1900-01-01 15:44:00,15,Tomato,1,362.28,Fruits & Vegetables,338,3,15,29
1050,194,2024-05-05,1900-01-01 06:13:00,6,Biscuits,2,445.71,Snacks,976,5,6,5
1050,194,2024-05-05,1900-01-01 06:13:00,6,Tissue,2,376.97,Household,705,5,6,5
1050,194,2024-05-05,1900-01-01 06:13:00,6,Spinach,1,372.68,Fruits & Vegetables,594,5,6,5
1050,194,2024-05-05,1900-01-01 06:13:00,6,Lentils,2,235.26,Grains & Staples,154,5,6,5
1050,194,2024-05-05,1900-01-01 06:13:00,6,Fish,3,468.22,Meat & Seafood,336,5,6,5
1050,194,2024-05-05,1900-01-01 06:13:00,6,Toilet Paper,3,77.82,Household,991,5,6,5
1051,53,2024-12-20,1900-01-01 06:47:00,6,Onion,2,359.34,Fruits & Vegetables,890,12,6,20
1051,53,2024-12-20,1900-01-01 06:47:00,6,Salt,1,296.92,Grains & Staples,531,12,6,20
1051,53,2024-12-20,1900-01-01 06:47:00,6,Energy Drink,3,245.45,Beverages,959,12,6,20
1051,53,2024-12-20,1900-01-01 06:47:00,6,Carrot,2,131.39,Fruits & Vegetables,990,12,6,20
1052,165,2024-02-05,1900-01-01 06:16:00,6,Baby Food,3,482.88,Baby Care,271,2,6,5
1052,165,2024-02-05,1900-01-01 06:16:00,6,Butter,2,19.14,Dairy & Eggs,441,2,6,5
1052,165,2024-02-05,1900-01-01 06:16:00,6,Prawns,3,16.42,Meat & Seafood,608,2,6,5
1052,165,2024-02-05,1900-01-01 06:16:00,6,Cheese,1,252.87,Dairy & Eggs,130,2,6,5
1052,165,2024-02-05,1900-01-01 06:16:00,6,Notebook,2,332.82,Stationery,595,2,6,5
1053,135,2024-05-03,1900-01-01 09:53:00,9,Soap,2,344.37,Personal Care,938,5,9,3
1053,135,2024-05-03,1900-01-01 09:53:00,9,Prawns,2,273.26,Meat & Seafood,411,5,9,3
1053,135,2024-05-03,1900-01-01 09:53:00,9,Eggs,3,307.39,Dairy & Eggs,818,5,9,3
1054,323,2024-09-25,1900-01-01 21:03:00,21,Mixer Grinder,1,292.75,Electronics,863,9,21,25
1054,323,2024-09-25,1900-01-01 21:03:00,21,Tea,1,300.34,Beverages,612,9,21,25
1054,323,2024-09-25,1900-01-01 21:03:00,21,Eggs,2,308.42,Dairy & Eggs,168,9,21,25
1054,323,2024-09-25,1900-01-01 21:03:00,21,Eggs,3,167.09,Dairy & Eggs,600,9,21,25
1054,323,2024-09-25,1900-01-01 21:03:00,21,Prawns,3,339.7,Meat & Seafood,817,9,21,25
1054,323,2024-09-25,1900-01-01 21:03:00,21,Bread,2,203.11,Bakery,285,9,21,25
1055,272,2024-04-21,1900-01-01 14:33:00,14,Chocolate,3,173.48,Snacks,739,4,14,21
1055,272,2024-04-21,1900-01-01 14:33:00,14,Popcorn,3,24.6,Snacks,378,4,14,21
1055,272,2024-04-21,1900-01-01 14:33:00,14,Orange,1,188.12,Fruits & Vegetables,789,4,14,21
